"NUMORD","DIS","ABATT","CC","GGENE","SEXECH","CHGRAS","CHMUSCLE","SEXCGM","G1CGM","G2CGM","M2CGM","DATEFR","SEXE","FRGRAS","FRMUSCLE","GR34VLFR","GR23DCFR","GR34DCFR","GR34DCPAFR","MU23DCFR","MU34DCFR","MU34DCPAFR","FILPIECE","LONPIECE","LONGEX","EPAPIECE","EPAGEX","JAMPIECE","JAMGEX","LONMUGIOS","EPAMUGIOS","JAMMUGIOS","LONPERTPAR","EPAPERTPAR","JAMPERTPAR","TMUS3P","TMP90","TVM","DEN","TMP89"
291,"REF","C",97.1,"P25","F",5.715,74.79499999999999,"F",12,9,71,08/03/2005 00:00:00,"F",5.255000000000001,74.62,9.16,6.38,7.005,7.529999999999999,67.59,67.295,69.94,820,8190,1076,6770,940,11965,1574,7068,5802,10328,46,28,63,87.06073166336277,65.23110419906688,63.396850311306444,47782.5,64.50631415241058
297,"REF","C",85.6,"P25","F",12.92,74.95500000000001,"F",15,13,62,08/03/2005 00:00:00,"F",13.15,74.245,15.059999999999999,10.780000000000001,11.585,11.04,64.66499999999999,61.37,60.705000000000005,725,7810,1776,5530,792,10565,1660,5976,4710,8846,58,28,59,82.83394234673163,61.41361256544503,60.631001371742116,41917.5,60.731239092495635
307,"REF","C",89.5,"P25","M",17.44,77.97,"M",16,16,69,09/03/2005 00:00:00,"M",16.72,80.895,12.969999999999999,12.45,12.035,12.02,67.925,69.56,72.385,710,8240,2006,5990,860,10390,1578,6182,5094,8766,52,36,46,82.45558626135018,61.61785168844392,60.00434732868093,43705,60.93320889190566
310,"REF","C",98.2,"P25","F",8.605,84.465,"F",14,10,61,09/03/2005 00:00:00,"F",7.39,82.95,13.52,8.425,10.17,10.115,68.855,63.67,66.74000000000001,845,7515,1298,6840,866,12380,1582,6176,5946,10756,41,28,42,86.41769398114576,64.33995719963315,63.11470985155196,48165,63.625068786303885
312,"REF","C",96.2,"P25","M",14.594999999999999,79.695,"M",23,20,61,09/03/2005 00:00:00,"M",14.475,79.42500000000001,20.380000000000003,14.995000000000001,15.085,14.649999999999999,65.715,64.17499999999998,60.915,685,7430,1870,7375,1428,11890,2310,5490,5902,9524,70,45,56,79.51789627465303,58.58253644771908,57.144399745924204,47230,57.93161937607776
343,"REF","C",94.9,"P0","M",22.465,69.53999999999999,"M",21,23,62,10/03/2005 00:00:00,"M",22.415,72.545,22.560000000000002,20.05,20.17,20.310000000000002,57.97000000000001,60.13000000000001,58.50999999999999,655,8035,2724,6085,1510,11115,2670,5266,4544,8414,45,31,31,73.33333333333333,51.62031911429502,49.27258055839475,46472.5,51.04676001302508
345,"REF","C",89.4,"P0","F",16.915,65.69,"F",18,15,58,10/03/2005 00:00:00,"F",18.92,68.275,16.55,12.57,14.17,14.105,66.03,64.06500000000001,62.235,700,7550,1888,5845,978,11365,2024,5620,4850,9328,42,17,13,80.79340141398272,60.25460869565217,56.97592076051688,43917.5,59.585113043478266
360,"REF","K",82.8,"P50","F",9.825,71,"F",14,13,57,22/03/2005 00:00:00,"F",9.225,70.64500000000001,13.93,8.44,10.245000000000001,10.059999999999999,57.985,57.785,60.31,665,6610,1366,5340,894,10765,1350,5222,4426,9382,22,20,33,84.55945252352439,61.93908629441624,59.484750000000005,40000,61.25087422447829
374,"REF","K",98.4,"P50","F",15.955,81.72,"F",14,14,59,23/03/2005 00:00:00,"F",15.095,81.65,14.620000000000001,10.315,10.855,10.690000000000001,64.595,62.69,64.65,840,8180,1864,6580,966,12640,2014,6240,5560,10558,76,54,68,82.84702549575071,61.686202122750345,60.734364351245084,47687.5,61.00079987694201
390,"REF","K",95.8,"P25","F",15.6,73.205,"F",20,18,55,23/03/2005 00:00:00,"F",15.225000000000001,73.63499999999999,20.52,12.955,14.27,14.83,60.77499999999999,59.57000000000001,57.235,725,8155,2220,6605,1136,10810,1638,5868,5412,9120,67,57,52,81.00779615896558,57.178692493946734,55.39479239971851,46182.5,56.54337368845844
393,"REF","K",86,"P25","M",14.82,55.629999999999995,"M",18,16,50,24/03/2005 00:00:00,"M",14.995000000000001,56.55,17.979999999999997,14.735,13.184999999999999,13.255,53.99499999999999,59.230000000000004,54.21,650,7380,2040,5745,1128,9780,1908,5300,4570,7836,40,47,36,78.45043515177245,56.073231425524355,54.57524402658842,41747.5,55.450195520796306
413,"REF","K",78.6,"P25","F",11.57,65.98,"F",12,11,52,25/03/2005 00:00:00,"F",11.485,67.91,13.1,7.99,8.95,8.415,56.76,53.019999999999996,55.885,660,6350,1094,4920,690,9720,1328,5218,4208,8366,38,22,26,85.62586605080831,63.23095285458524,60.448160094792975,37977.5,62.52838671175652
423,"REF","K",94.2,"P50","M",15.695,70.97,"M",16,14,52,05/04/2005 00:00:00,"M",15.77,72.495,14.79,11.705,12.835,13.530000000000001,60.480000000000004,57.81000000000001,60.650000000000006,760,7800,1794,6548,848,11270,1426,5978,5676,9816,28,24,28,84.57805747213587,61.71619163129169,58.17858006640136,45481,61.030456168721784
441,"REF","K",90.2,"P50","M",17.8,73.96000000000001,"M",18,18,63,05/04/2005 00:00:00,"M",15.735,74.11500000000001,19.270000000000003,15.065000000000001,17.14,16.77,66.215,65.75500000000001,69.03,698,7526,2090,5528,996,11184,1830,5388,4496,9312,48,36,42,80.2855309592557,58.77211024269848,57.29323308270677,43225,58.119086795557386
449,"REF","K",90,"P50","M",16.490000000000002,67.005,"M",17,14,58,06/04/2005 00:00:00,"M",16.01,67.475,16.835,11.575,12.504999999999999,12.07,66.8,65.95500000000001,62.48,634,7458,1798,5766,932,11550,1634,5632,4808,9862,28,26,54,82.82430730478589,61.917567567567566,60.79085147423533,43548,61.22959459459459
454,"REF","K",90.8,"P50","F",13.344999999999999,73.46000000000001,"F",15,12,65,06/04/2005 00:00:00,"F",13.469999999999999,72.565,13.975000000000001,8.96,9.73,9.92,71.445,69.875,65.82000000000001,754,8108,1890,5748,978,11450,1734,6186,4748,9684,32,22,32,82.3407521105142,61.49005305039788,61.22925714285714,43750,60.806830238726796
469,"REF","K",91.8,"P50","M",13.49,69.88,"M",15,14,59,07/04/2005 00:00:00,"M",14.385,70.82,13.7,9.67,9.84,10.01,61.16,58.78,60.23000000000001,638,7448,1652,6690,1076,10722,1430,5736,5586,9250,60,28,42,83.69283865401208,61.46221585091133,58.29052933530546,44622,60.779302341456756
470,"REF","K",110.4,"P50","F",19.979999999999997,80.975,"F",20,17,66,07/04/2005 00:00:00,"F",18.435,80.77000000000001,18.68,12.365,15.16,14.719999999999999,74.155,67.46000000000001,72.32,920,9214,2398,7068,1064,13650,2380,6762,5974,11206,54,30,64,81.06443666537015,60.83324292069003,60.32999366829305,53698,60.157317999349026
